Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
06 Daily attendance,Apr-Mar,Parent / Guardian,parent,My Child,Attendance,Attendance,parent.attendance.attendance,children,core,yes,Portal,Every teaching day,Timetable and enrolment,"The report card attendance line, absence alerts, statutory returns, staff loss of pay",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,Student,Daily/monthly attendance and absence history for the selected child.
06 Daily attendance,Apr-Mar,Parent / Guardian,parent,My Child,Attendance,Child Absence Reporting Button,parent.attendance.child_absence_reporting_button,children,core,yes,ReportAbsence,Every teaching day,Timetable and enrolment,"The report card attendance line, absence alerts, statutory returns, staff loss of pay",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,Notify class teacher in advance of child's planned absence with 1-click reason selection.
06 Daily attendance,Apr-Mar,Student,student,Academics,Attendance,Attendance,student.attendance.attendance,self,core,yes,Portal,Every teaching day,Timetable and enrolment,"The report card attendance line, absence alerts, statutory returns, staff loss of pay",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,Parent / Guardian,"Overall, subject-wise and date-wise attendance; leave/correction request if institution allows."
07 Teaching,Apr-Mar,Faculty / Teacher,faculty,Teaching,Teaching,Assignments & submissions,faculty.teaching.assignments_submissions,assigned_classes,core,yes,Assignments,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,,Parent on publish; Faculty on submission,Faculty sets -> Student submits -> Faculty marks and returns feedback,,"Create assignments, review submissions, grade and add feedback."
07 Teaching,Apr-Mar,Faculty / Teacher,faculty,Teaching,Teaching,Homework / classwork,faculty.teaching.homework_classwork,assigned_classes,core,yes,Homework,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (sets the work),Student and Parent (turn it in),,Parent on publish; Faculty on submission,Faculty sets -> Parent/Student see it -> they submit -> Faculty marks,,"Create homework/classwork with due date, attachments and instructions."
07 Teaching,Apr-Mar,Faculty / Teacher,faculty,Teaching,Teaching,LMS Study Material Upload,faculty.teaching.lms_study_material_upload,assigned_classes,core,yes,LMSUpload,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Upload PDF notes, audio recordings, video links, and presentation slides per subject chapter."
07 Teaching,Apr-Mar,Faculty / Teacher,faculty,Teaching,Teaching,Lesson plans / content,faculty.teaching.lesson_plans_content,assigned_classes,core,yes,Syllabus,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (writes it),HOD (reviews it),HOD / Principal,None,Faculty writes -> HOD approves or returns -> Faculty marks it taught -> coverage moves,,Plan lessons and attach learning resources when LMS/lesson planning is enabled.
07 Teaching,Apr-Mar,Parent / Guardian,parent,My Child,Academics,AI Child Performance Summary Audio,parent.academics.ai_child_performance_summary_audio,children,optional,no,,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,Generate a weekly 60-second audio podcast summarizing the child's academic and behavioral week.
07 Teaching,Apr-Mar,Parent / Guardian,parent,My Child,Academics,Child remarks,parent.academics.child_remarks,children,core,yes,ChildRemarks,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (writes it),Parent (reads it),,"Parent, same day (student_remark)",Faculty writes -> every guardian alerted -> Parent reads it in the portal,,"Everything your child's teachers have written about them — commendations and concerns alike — newest first, with the teacher's name and the day it happened. You are told the same day rather than at the next parents' evening."
07 Teaching,Apr-Mar,Parent / Guardian,parent,My Child,Academics,Homework & academics,parent.academics.homework_academics,children,core,yes,Homework,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (sets the work),Student and Parent (turn it in),,Parent on publish; Faculty on submission,Faculty sets -> Parent/Student see it -> they submit -> Faculty marks,,"Homework, classwork, subjects and published academic progress."
07 Teaching,Apr-Mar,Parent / Guardian,parent,My Child,Academics,IEP Progress Goal Tracker,parent.academics.iep_progress_goal_tracker,children,advanced,yes,IEPGoals,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,View real-time progress bars towards child's specific IEP milestones and therapy goals.
07 Teaching,Apr-Mar,Student,student,Academics,Homework,Classmate Homework Help Forum,student.homework.classmate_homework_help_forum,self,optional,yes,HomeworkForum,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (sets the work),Student and Parent (turn it in),,Parent on publish; Faculty on submission,Faculty sets -> Parent/Student see it -> they submit -> Faculty marks,,Moderated discussion board where students can post homework questions and share study hints.
07 Teaching,Apr-Mar,Student,student,Academics,Homework,Homework & assignments,student.homework.homework_assignments,self,core,yes,Homework,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty (sets the work),Student and Parent (turn it in),,Parent on publish; Faculty on submission,Faculty sets -> Parent/Student see it -> they submit -> Faculty marks,,View due/overdue/submitted work; submit files/text where enabled.
07 Teaching,Apr-Mar,Student,student,Academics,Learning,AI Personal Learning Companion,student.learning.ai_personal_learning_companion,self,core,no,,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"24/7 AI tutor answering student doubts, explaining math problems step-by-step, and generating practice quizzes."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Courses / subjects,student.learning.courses_subjects,self,core,yes,Courses,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Current enrolled courses/subjects, teacher and learning resources."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,E-Learning Resource Hub,student.learning.e_learning_resource_hub,self,core,yes,Resources,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Access teacher-uploaded video lectures, PDF notes, chapter slides, and reference links."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Gamified Learning Badge Showcase,student.learning.gamified_learning_badge_showcase,self,optional,no,,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Display earned academic, behavioral, and extracurricular digital badges on public student profile."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Gamified Learning Streak Counter,student.learning.gamified_learning_streak_counter,self,optional,no,,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,Visual daily login and homework completion streak counter rewarding students with digital badges.
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Global University Guidance Counselor,student.learning.global_university_guidance_counselor,self,optional,yes,Universities,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Track college application deadlines, essay drafts, and request teacher Letters of Recommendation (LOR)."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Peer Tutoring & Study Groups,student.learning.peer_tutoring_study_groups,self,optional,yes,StudyGroups,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,Sign up as student tutors or request peer study group assistance in specific subjects.
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Student Portfolio Management,student.learning.student_portfolio_management,self,advanced,yes,Portfolio,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,"Maintain personal showcase portfolio containing certificates, creative projects, and sports records."
07 Teaching,Apr-Mar,Student,student,Academics,Learning,Virtual Classroom Hand-Raise Telemetry,student.learning.virtual_classroom_hand_raise_telemetry,self,optional,yes,HandRaise,"Every teaching day; lesson plans weekly, syllabus coverage checked fortnightly","Timetable, which decides which teacher reaches which section and subject","Syllabus coverage, homework submissions, what a parent sees in the portal",Faculty,Student and Parent,HOD where a plan is reviewed,Parent on published work (homework),Faculty teaches and sets work -> family sees it -> coverage tracked,,Log student digital hand-raises during live virtual classes to measure real-time engagement.
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Assessment Schemes,CCE Formative Assessment Entry,faculty.assessment_schemes.cce_formative_assessment_entry,assigned_classes,advanced,yes,CCEFormative,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Record FA1 to FA4 formative marks out of 20 covering written work, project, slip test and participation."
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Assessment Schemes,CCE Summative Assessment Entry,faculty.assessment_schemes.cce_summative_assessment_entry,assigned_classes,advanced,yes,CCESummative,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,Record SA1 to SA3 summative marks out of 80 as per the state board CCE scheme.
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Marks & Report Cards,Marks entry,faculty.marks_report_cards.marks_entry,assigned_classes,core,yes,Gradebook,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers enter marks),Parent and Student (read the published card),Class teacher publishes,Parent and Student on publish (report_card),Subject teachers enter marks -> class teacher checks and publishes -> family alerted,,Enter internal/exam marks for assigned subjects; validate before submission.
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Marks & Report Cards,Report cards,faculty.marks_report_cards.report_cards,assigned_classes,core,yes,ReportCards,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers enter marks),Parent and Student (read the published card),Class teacher publishes,Parent and Student on publish (report_card),Subject teachers enter marks -> class teacher checks and publishes -> family alerted,Institution Admin / Principal,Generate and issue the report card for every child in the class.
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,My Work,My Profile,Remarks about me,faculty.my_profile.remarks_about_me,self,core,yes,MyRemarks,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",HOD / Principal / Parent,Faculty (the subject),,The teacher it is about (staff_remark),Somebody writes -> teacher alerted -> teacher reads,,"What your head of department, the principal or a parent has written about you. You are told when one is added."
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Question Papers & Online Tests,AI Examcell Paper Generator,faculty.question_papers_online_tests.ai_examcell_paper_generator,assigned_classes,advanced,no,,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Auto-generate exam papers matching blueprint matrices, mark weightage, and difficulty ratios."
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Question Papers & Online Tests,Objective Online Test Creation,faculty.question_papers_online_tests.objective_online_test_creation,assigned_classes,advanced,yes,OnlineTests,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Create auto-graded MCQ, True/False, and Fill-in-the-blank online tests with timers."
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Question Papers & Online Tests,Question Bank Management,faculty.question_papers_online_tests.question_bank_management,assigned_classes,advanced,yes,QuestionBank,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Create objective/subjective question banks tagged by chapter, difficulty, and Bloom's level."
08 Examinations,"Jul, Oct, Mar",Faculty / Teacher,faculty,Assessments,Question Papers & Online Tests,Ved AI Assessment Assistant,faculty.question_papers_online_tests.ved_ai_assessment_assistant,assigned_classes,advanced,no,,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Use AI suggestions for creating creative rubric criteria, quiz questions, and essay prompts."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Staff,Evaluation,360 Evaluation Oversight,institution_admin.evaluation.360_evaluation_oversight,institution,core,yes,EvaluationOversight,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Monitor teacher peer reviews, principal observations, and parent feedback ratings."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Baseline Performance Analysis,institution_admin.examinations.baseline_performance_analysis,institution,core,yes,BaselineAnalysis,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,Analyze baseline student entry performance against end-of-term academic growth.
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Board Result Import,institution_admin.examinations.board_result_import,institution,core,yes,BoardResultImport,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Import board results, map them to student records and publish to parents."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Exams & result status,institution_admin.examinations.exams_result_status,institution,core,yes,ReportCards,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Exam schedule, marks-entry completion, result publishing status and report cards."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Exams & results,institution_admin.examinations.exams_results,institution,core,yes,ReportCards,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Exam schedule, marks entry status and result publication readiness."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Hall Ticket Issue,institution_admin.examinations.hall_ticket_issue,institution,core,yes,HallTicket,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,Issue and reprint board hall tickets against the accepted nominal roll.
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Intermediate Board Registration,institution_admin.examinations.intermediate_board_registration,institution,core,yes,IntermediateRegistration,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,Register Class 11 and 12 candidates with TSBIE including group and second language selection.
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Performance overview,institution_admin.examinations.performance_overview,institution,core,yes,PerformanceOverview,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Pass rate, subject performance, at-risk students and backlog summary."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,Report cards,institution_admin.examinations.report_cards,institution,core,yes,ReportCards,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers enter marks),Parent and Student (read the published card),Class teacher publishes,Parent and Student on publish (report_card),Subject teachers enter marks -> class teacher checks and publishes -> family alerted,Faculty / Teacher,"Holistic progress cards and the scholastic report, ready to verify and issue."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Academics,Examinations,SSC Board Registration,institution_admin.examinations.ssc_board_registration,institution,core,yes,SSCRegistration,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Register Class 10 candidates with BSE Telangana, capture subject combinations and medium, and submit the nominal roll."
08 Examinations,"Jul, Oct, Mar",Institution Admin / Principal,institution_admin,Reports,Standard,Exam & Grade Analytics,institution_admin.standard.exam_grade_analytics,institution,core,yes,ReportCards,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Analyze grade distribution charts, subject pass percentages, toppers, and low performers."
08 Examinations,"Jul, Oct, Mar",Parent / Guardian,parent,My Child,Academics,Results & report cards,parent.academics.results_report_cards,children,core,yes,Results,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers enter marks),Parent and Student (read the published card),Class teacher publishes,Parent and Student on publish (report_card),Subject teachers enter marks -> class teacher checks and publishes -> family alerted,,"Exam schedule, marks/grades and downloadable published report cards."
08 Examinations,"Jul, Oct, Mar",Student,student,Academics,Exams & Results,Academic record,student.exams_results.academic_record,self,core,yes,AcademicRecord,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Current/previous grades, transcript/academic history when published."
08 Examinations,"Jul, Oct, Mar",Student,student,Academics,Exams & Results,Exams & grades,student.exams_results.exams_grades,self,core,yes,Results,Unit tests from May; term exams July and October; finals in March,Timetable and the grading scale; marks need exam papers to exist first,"Report cards, publication to families, and promotion at year end",Faculty (subject teachers),"Class teacher, then Parent and Student",Class teacher publishes,Family on publish (report_card),Marks entered -> card compiled -> checked -> published -> family alerted,,"Exam schedule, marks, grades, published results and report cards."
09 Communication,Apr-Mar,Admissions & Front Office,admissions,Communication,Communication,Applicant communication,admissions.communication.applicant_communication,institution,core,yes,Funnel,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Admissions & Front Office,Accounts (invoices) and Faculty (teaches),Institution Admin,None,Enquiry -> application -> admitted -> enrolled -> invoiced -> on a register,,"Send status updates, reminders and admission instructions."
09 Communication,Apr-Mar,Faculty / Teacher,faculty,Communication,Communication,Communication,faculty.communication.communication,assigned_classes,core,yes,Communication,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",Institution Admin / Principal; Parent / Guardian,"Announcements/messages to assigned classes, students or parents based on policy."
09 Communication,Apr-Mar,Faculty / Teacher,faculty,Communication,Communication,Remarks,faculty.communication.remarks,assigned_classes,core,yes,Remarks,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,Add permitted academic/class remarks and observations.
09 Communication,Apr-Mar,Institution Admin / Principal,institution_admin,Communication,Communication,Circulars & announcements,institution_admin.communication.circulars_announcements,institution,core,yes,Circulars,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty (publishes),Parent and Student,,Parent and Student (circular); SMS and email queued,"Author publishes -> addressed to parents, students or both -> alerts and queued messages",,"Notices to sections, parents or the whole school, with read acknowledgement."
09 Communication,Apr-Mar,Institution Admin / Principal,institution_admin,Communication,Communication,Communication,institution_admin.communication.communication,institution,core,yes,Circulars,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",Faculty / Teacher; Parent / Guardian,"Publish announcements/circulars to targeted students, parents and staff."
09 Communication,Apr-Mar,Institution Admin / Principal,institution_admin,Communication,Communication,Parent Feedback & Grievance Hub,institution_admin.communication.parent_feedback_grievance_hub,institution,core,yes,GrievanceHub,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Accounts & Finance (raises),Parent (pays),Institution Admin approves the structure,Parent on dues (fee),Structure approved -> invoices raised -> parent pays -> receipt -> arrears chased,,"Review escalated parent complaints, assign resolution owners, and track resolution SLA."
09 Communication,Apr-Mar,Institution Admin / Principal,institution_admin,Communication,Communication,School Achievements Showcase,institution_admin.communication.school_achievements_showcase,institution,optional,yes,AchievementsShowcase,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Log awards, sports victories, academic honors, and publish them to parent/student portals."
09 Communication,Apr-Mar,Parent / Guardian,parent,School,Messages,Communication,parent.messages.communication,children,core,yes,Circulars,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",Faculty / Teacher; Institution Admin / Principal,"Circulars, announcements and permitted teacher/school messages."
09 Communication,Apr-Mar,Parent / Guardian,parent,School,Messages,Direct Teacher Messaging,parent.messages.direct_teacher_messaging,children,core,yes,TeacherMessages,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,Send structured query messages directly to class teacher during designated hours.
09 Communication,Apr-Mar,Parent / Guardian,parent,School,Messages,Teacher remarks,parent.messages.teacher_remarks,children,core,yes,StaffRemarks,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",HOD / Principal / Parent (writes it),Faculty (reads it),,The teacher it is about (staff_remark),"HOD, Principal or Parent writes -> teacher alerted -> teacher reads it on their own screen",HOD / Department Head,Write a remark about one of your child's teachers. It reaches the head of department and the teacher.
09 Communication,Apr-Mar,Parent / Guardian,parent,School,School Life,Calendar & PTM,parent.school_life.calendar_ptm,children,core,yes,Calendar,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,"Exams, holidays, events, parent-teacher meetings and booking where enabled."
09 Communication,Apr-Mar,Parent / Guardian,parent,School,School Life,Live Event Seating Pass,parent.school_life.live_event_seating_pass,children,optional,yes,EventPasses,"Continuous; peaks around exams, PTM and fee due dates","Enrolment and guardian records, which are the address list","Nothing. Communication is the output, not an input to anything else",Institution Admin / Faculty,Parent and Student,,Recipients (circular),"Author writes -> addressed -> delivered in-app, and queued for SMS or email",,Download barcoded digital entry passes with pre-allocated row/seat numbers for school events.
