Status,Role,Workspace,Section,Feature,What it does,Data scope,Priority,Tier,Screen,Endpoints,Tested as,Checks passed,Also readable by,Verified against
Built,Institution Admin / Principal,Operations,Transport,Drivers & attendants,"Who drives what, with licence expiry and background verification.",Only assigned operational module/campus,Must-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Route & Pickup Stop Mapping,"Define bus routes, pick-up/drop-off stop locations, timings, and map associated transport fees.",Assigned campus,Must-Have,core,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,3,operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Route Distance Fee Slabs,Define transport fee slabs by route distance and auto-apply them to the student's fee structure.,Assigned campus,Must-Have,core,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,3,operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Route attendance,"Boarding and alighting scans for each route, morning and afternoon.",Only assigned operational module/campus,Must-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Routes & stops,"Route definitions, the stops on each and the timing between them.",Only assigned operational module/campus,Must-Have,core,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,3,operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Student Route Assignment,Assign students to specific bus routes and pick-up stops with automated fee mapping.,Assigned campus,Must-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Student allocation,"Which child boards at which stop on which route, and the fee slab that implies.",Only assigned operational module/campus,Must-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Transport Attendance Scans,Scan student RFID tags as they step on and off the bus to confirm safe transit.,Assigned campus,Must-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Vehicle Fuel & Maintenance Log,"Track fuel purchases, mileage performance, routine servicing, and repair expense logs.",Assigned campus,Should-Have,core,operations/TransportOffice,GET /api/v1/hr/employees GET/POST /api/v1/ops/transport/allocations GET/POST /api/v1/ops/transport/attendance GET/POST /api/v1/ops/transport/checks GET/POST /api/v1/ops/transport/incidents GET/POST /api/v1/ops/transport/logs GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET/POST /api/v1/ops/transport/staff GET /api/v1/ops/transport/vehicles GET /api/v1/students,institution_admin@vivencia.test,11,admissions faculty finance hod hr operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Vehicle Master Registry,"Maintain bus details, registration numbers, seating capacity, insurance expiry, and fitness certs.",Assigned campus,Should-Have,core,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,3,operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Institution Admin / Principal,Operations,Transport,Vehicles,"The vehicle register: registration, capacity, permit, insurance and fitness expiry.",Only assigned operational module/campus,Must-Have,core,operations/Transport,GET /api/v1/ops/transport/routes GET /api/v1/ops/transport/routes/:param/stops GET /api/v1/ops/transport/vehicles,institution_admin@vivencia.test,3,operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,My Child,Academics,Homework & academics,"Homework, classwork, subjects and published academic progress.",Linked child/children only,Should-Have,core,workflow/Homework,GET /api/v1/academics/sections GET /api/v1/academics/subjects GET/POST /api/v1/homework POST /api/v1/homework/:param/submit GET /api/v1/session,parent@vivencia.test,4,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,My Child,Academics,Results & report cards,"Exam schedule, marks/grades and downloadable published report cards.",Linked child/children only,Must-Have,core,portal/Results,GET /api/v1/portal/results GET /api/v1/portal/students,parent@vivencia.test,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,My Child,Attendance,Attendance,Daily/monthly attendance and absence history for the selected child.,Linked child/children only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Requests,Consent,Consent & acknowledgement,"Acknowledge circulars, permissions, trips and configured consent forms.",Linked child/children only,Must-Have,core,portal/Consent,GET /api/v1/communication/circulars POST /api/v1/communication/circulars/:param/ack GET/POST /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide GET /api/v1/portal/students,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Requests,Consent,Digital Parent Consent Slips,"Provide digital signature consent for upcoming field trips, sports events, or health camps.",Specific student,Should-Have,core,portal/Consent,GET /api/v1/communication/circulars POST /api/v1/communication/circulars/:param/ack GET/POST /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide GET /api/v1/portal/students,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Fees,Fees,Fees & payments,"Dues, installments, online payment, payment history and receipts.",Linked child/children only,Must-Have,core,portal/Fees,GET /api/v1/portal/fees GET /api/v1/portal/students,parent@vivencia.test,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Home,Home,Child summary,"Attendance today/%, homework due, latest result, fee due and latest announcement for selected child.",Linked child/children only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Home,Home,Child switcher,Switch between linked children without separate accounts.,Linked child/children only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,Home,Home,Needs attention,"Absence, attendance shortage, overdue fee, consent request, unread circular or upcoming PTM.",Linked child/children only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Parent / Guardian,School,Messages,Communication,"Circulars, announcements and permitted teacher/school messages.",Linked child/children only,Must-Have,core,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,parent@vivencia.test,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Customers,Customers,Onboarding Progress,"How far each new school has got through setup, so the account manager can intervene before a stalled rollout becomes a cancellation.",All institutions / all campuses,Should-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Customers,Customers,Provision New School,"Create a tenant, its first campus and its first administrator in one step, and send the welcome credentials.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Customers,Customers,Suspend & Reactivate,"Suspend a tenant for non-payment or at end of contract, blocking sign-in while preserving the data, and reactivate on settlement.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Customers,Customers,Tenant Directory,"Every school on the installation with its plan, student headcount, status and date joined; open one to act inside it for support.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Subscriptions & Billing,Subscriptions & Billing,Plans & Pricing,"Define plans with a student cap, included modules and an annual or per-student price.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Subscriptions & Billing,Subscriptions & Billing,Seat Overage & Renewals,"Schools past their student cap or inside the renewal window, with the revenue at risk.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Seller Admin,Subscriptions & Billing,Subscriptions & Billing,Subscription Ledger,"Each school's plan, term dates, renewal date and invoice history.",All institutions / all campuses,Must-Have,core,seller/Tenants,GET /api/v1/seller/plans GET/POST /api/v1/seller/tenants POST /api/v1/seller/tenants/:param/reset-admin PUT /api/v1/seller/tenants/:param/subscription,seller_admin@vivencia.test,2,super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Attendance,Attendance,"Overall, subject-wise and date-wise attendance; leave/correction request if institution allows.",Self only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,student@vivencia.test,3,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Exams & Results,Board Hall Ticket Download,Download the BSE Telangana or TSBIE hall ticket once the board accepts the nominal roll.,Specific student,Must-Have,core,exams/HallTicket,GET /api/v1/exams/hall-plan GET/POST /api/v1/exams/halls GET /api/v1/exams/list POST /api/v1/exams/seats/allocate GET /api/v1/hpc/hall-ticket GET /api/v1/portal/students GET /api/v1/session,student@vivencia.test,6,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Exams & Results,Digital Hall Ticket Verification QR,Student hall tickets include secure QR codes scanned by exam invigilators to verify student identity.,Specific student,Must-Have,core,exams/HallTicket,GET /api/v1/exams/hall-plan GET/POST /api/v1/exams/halls GET /api/v1/exams/list POST /api/v1/exams/seats/allocate GET /api/v1/hpc/hall-ticket GET /api/v1/portal/students GET /api/v1/session,student@vivencia.test,6,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Exams & Results,Exams & grades,"Exam schedule, marks, grades, published results and report cards.",Self only,Must-Have,core,portal/Results,GET /api/v1/portal/results GET /api/v1/portal/students,student@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Fees,Fees,Fees,"Current dues, fee history, payment status, online payment and receipts.",Self only,Must-Have,core,portal/Fees,GET /api/v1/portal/fees GET /api/v1/portal/students,student@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Home,Home,Action reminders,"Overdue assignment, attendance risk, unpaid fee, pending request or upcoming exam.",Self only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,student@vivencia.test,3,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Home,Home,My day,"Next class, attendance %, assignments due, upcoming exam, fee due and latest announcement.",Self only,Must-Have,core,portal/Portal,GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,student@vivencia.test,3,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Homework,Homework & assignments,View due/overdue/submitted work; submit files/text where enabled.,Self only,Must-Have,core,workflow/Homework,GET /api/v1/academics/sections GET /api/v1/academics/subjects GET/POST /api/v1/homework POST /api/v1/homework/:param/submit GET /api/v1/session,student@vivencia.test,4,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,School,Notices & Calendar,Announcements & messages,Institution/class announcements and permitted teacher communication.,Self only,Must-Have,core,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,student@vivencia.test,3,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Profile,Profile,Profile,View personal/enrollment information and submit allowed update requests.,Self only,Must-Have,core,shared/Profile,GET/PUT /api/v1/profile POST /api/v1/profile/password,student@vivencia.test,1,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Student,Academics,Timetable,Timetable,Daily/weekly class timetable and exam timetable.,Self only,Must-Have,core,shared/Timetable,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/timetable/entries GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,student@vivencia.test,5,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Access & Security,Access & Security,Login & session audit,"View login history, active sessions and suspicious access.",All users,Must-Have,core,super_admin/SessionAudit,GET /api/v1/admin/sessions DELETE /api/v1/admin/sessions/:param,super_admin@vivencia.test,1,institution_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Access & Security,Access & Security,Roles & permissions,"Assign roles and define data scope such as institution, campus, department, class or self.",All users,Must-Have,core,super_admin/RolesPermissions,GET /api/v1/admin/installable-roles GET/POST /api/v1/admin/roles GET/PUT /api/v1/admin/roles/:param/grid POST /api/v1/admin/roles/install,super_admin@vivencia.test,3,institution_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Access & Security,Access & Security,User directory,"Create, search, suspend and reset accounts across the school.",Assigned institution/campus,Must-Have,core,super_admin/Users,GET /api/v1/admin/assignable-roles GET /api/v1/admin/role-presets GET/POST /api/v1/admin/users POST /api/v1/admin/users/:param/reset-password PUT /api/v1/admin/users/:param/roles PUT /api/v1/admin/users/:param/status,super_admin@vivencia.test,3,institution_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Access & Security,Access & Security,Users,"Create, activate, suspend and search users.",All users,Must-Have,core,super_admin/Users,GET /api/v1/admin/assignable-roles GET /api/v1/admin/role-presets GET/POST /api/v1/admin/users POST /api/v1/admin/users/:param/reset-password PUT /api/v1/admin/users/:param/roles PUT /api/v1/admin/users/:param/status,super_admin@vivencia.test,3,institution_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Alerts,"Only system-level issues needing action: failed integrations, payment reconciliation failures, inactive campus setup, security alerts.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,All campuses summary,"A small overall strip above/below campus cards: total campuses, total students, total fee collected, total outstanding. Keep this secondary to campus cards.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Campus cards,"Show one card per campus instead of generic KPI boxes. Each campus card shows Campus Name, Total Students, Fee Collected, Outstanding Fee, with a View Campus action.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Central Admission Funnel KPI,"Track total inquiries, applications, admissions finalized, and conversion rate across all campuses.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Executive System Alerts,"Display system-critical alerts including integration downtime, security breaches, and pending audits.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Global Attendance Heatmap,Monitor real-time student and staff attendance percentages across all campus locations.,All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,Multi-Branch Revenue Analytics,"View aggregate fee collection, outstanding balances, and comparative revenue across branches.",All institutions / all campuses,Must-Have,core,super_admin/PlatformDashboard,GET /api/v1/admin/platform-dashboard GET /api/v1/date-ranges,super_admin@vivencia.test,2,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Dashboard,Dashboard,System health,"Background jobs, queue depth, failed integrations and recent errors.",Assigned institution/campus,Must-Have,core,shared/Jobs,GET /api/v1/academics/sections POST /api/v1/jobs GET /api/v1/jobs/:param GET /api/v1/jobs/queues,super_admin@vivencia.test,3,admissions faculty finance hod hr institution_admin operations,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Institution Setup,Institution Setup,Academic year defaults,Set active academic year/term defaults per campus; actual academic structure remains with institution admins.,All institutions / all campuses,Should-Have,core,setup/Wizard,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years GET /api/v1/admin/institutions GET /api/v1/session POST /api/v1/setup/academic-years POST /api/v1/setup/assign-teacher GET/POST /api/v1/setup/campuses PUT /api/v1/setup/campuses/:param GET/PUT /api/v1/setup/class-subjects POST /api/v1/setup/class-teacher POST /api/v1/setup/classes POST /api/v1/setup/employees POST /api/v1/setup/exams GET/POST /api/v1/setup/fee-heads POST /api/v1/setup/fee-structures POST /api/v1/setup/grading-scales GET/PUT /api/v1/setup/institution GET /api/v1/setup/institution/options PUT /api/v1/setup/periods POST /api/v1/setup/sections GET /api/v1/setup/status POST /api/v1/setup/subjects GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,super_admin@vivencia.test,14,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Institution Setup,Institution Setup,Institutions & campuses,"Create/edit institution and campuses; address, timezone, academic model, contact details and status.",All institutions / all campuses,Should-Have,core,setup/Wizard,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years GET /api/v1/admin/institutions GET /api/v1/session POST /api/v1/setup/academic-years POST /api/v1/setup/assign-teacher GET/POST /api/v1/setup/campuses PUT /api/v1/setup/campuses/:param GET/PUT /api/v1/setup/class-subjects POST /api/v1/setup/class-teacher POST /api/v1/setup/classes POST /api/v1/setup/employees POST /api/v1/setup/exams GET/POST /api/v1/setup/fee-heads POST /api/v1/setup/fee-structures POST /api/v1/setup/grading-scales GET/PUT /api/v1/setup/institution GET /api/v1/setup/institution/options PUT /api/v1/setup/periods POST /api/v1/setup/sections GET /api/v1/setup/status POST /api/v1/setup/subjects GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,super_admin@vivencia.test,15,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Institution Setup,Institution Setup,School settings,"Institution profile, campuses, academic year and numbering.",Assigned institution/campus,Must-Have,core,setup/Wizard,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years GET /api/v1/admin/institutions GET /api/v1/session POST /api/v1/setup/academic-years POST /api/v1/setup/assign-teacher GET/POST /api/v1/setup/campuses PUT /api/v1/setup/campuses/:param GET/PUT /api/v1/setup/class-subjects POST /api/v1/setup/class-teacher POST /api/v1/setup/classes POST /api/v1/setup/employees POST /api/v1/setup/exams GET/POST /api/v1/setup/fee-heads POST /api/v1/setup/fee-structures POST /api/v1/setup/grading-scales GET/PUT /api/v1/setup/institution GET /api/v1/setup/institution/options PUT /api/v1/setup/periods POST /api/v1/setup/sections GET /api/v1/setup/status POST /api/v1/setup/subjects GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,super_admin@vivencia.test,14,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Setup,Operations,System Health & Integration Alerts,"Monitor failed Webhooks, payment gateway time-outs, SMS delivery failures, and API errors.",All institutions / all campuses,Must-Have,core,shared/Jobs,GET /api/v1/academics/sections POST /api/v1/jobs GET /api/v1/jobs/:param GET /api/v1/jobs/queues,super_admin@vivencia.test,3,admissions faculty finance hod hr institution_admin operations,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Configuration,Platform Configuration,Audit log,Search critical configuration and data-change history.,All institutions / all campuses,Must-Have,core,super_admin/AuditLog,GET /api/v1/admin/audit GET /api/v1/admin/audit/summary,super_admin@vivencia.test,3,institution_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Configuration,Platform Configuration,Data operations,"Controlled import/export, archival, retention and backup/restore administration.",All institutions / all campuses,Must-Have,core,setup/ImportStudents,POST /api/v1/students/import GET /api/v1/students/import/template,super_admin@vivencia.test,1,admissions faculty finance hod institution_admin operations,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Configuration,Platform Configuration,Import & export,"Bulk import of students, staff and opening balances, with validation reports.",Assigned institution/campus,Must-Have,core,shared/Exports,GET /api/v1/export,super_admin@vivencia.test,1,admissions faculty finance hod hr institution_admin operations parent seller_admin student,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Configuration,Platform Configuration,Module configuration,Enable/disable modules by institution so users only see what their institution uses.,All institutions / all campuses,Should-Have,core,super_admin/ModuleConfiguration,GET/PUT /api/v1/admin/modules,super_admin@vivencia.test,1,institution_admin seller_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Setup,Statutory & Boards,APAAR ID Provisioning,Generate and reconcile APAAR (One Nation One Student) IDs against Aadhaar and the UDISE+ register.,All institutions / all campuses,Must-Have,advanced,compliance/UDISE,POST /api/v1/compliance/apaar GET /api/v1/compliance/udise,super_admin@vivencia.test,1,finance hod hr institution_admin seller_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Super Admin,Platform Setup,Statutory & Boards,UDISE+ Data Sync,"Map school, student, teacher and facility fields to the UDISE+ return format and validate data integrity before submission.",All institutions / all campuses,Must-Have,advanced,compliance/UDISE,POST /api/v1/compliance/apaar GET /api/v1/compliance/udise,super_admin@vivencia.test,1,finance hod hr institution_admin seller_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Learning,Courses / subjects,"Current enrolled courses/subjects, teacher and learning resources.",Self only,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
Buildable now,Student,Academics,Learning,E-Learning Resource Hub,"Access teacher-uploaded video lectures, PDF notes, chapter slides, and reference links.",Specific student,Must-Have,core,,,,0,,http://127.0.0.1:8090 at 2026-08-18 08:29
