Role,Section,Feature,Data Scope,Feature Key,Built,Screen,Endpoints,Tested As,Result,Checks,Also readable by,Evidence,Verified against
Student,Campus Life,Digital Locker Combination & Access Log,Specific student,student.campus_life.digital_locker_combination_access_log,yes,learning/Locker,POST /api/v1/portal/campus/locker/access POST /api/v1/portal/campus/locker/reveal GET /api/v1/portal/campus/locker:param,student@vivencia.test,pass,1,,/api/v1/portal/campus/locker:param no demo record to address,http://127.0.0.1:8090 at 2026-08-20 23:08
Student,Alumni,Alumni Network Registration,Specific student,student.alumni.alumni_network_registration,yes,learning/AlumniNetwork,GET /api/v1/portal/alumni/directory POST /api/v1/portal/alumni/profile GET /api/v1/portal/alumni/profile:param,student@vivencia.test,pass,2,,"/api/v1/portal/alumni/directory 200, no rows; /api/v1/portal/alumni/profile:param no demo record to address",http://127.0.0.1:8090 at 2026-08-20 23:08
Student,Alumni,Alumni Job & Internship Board,Specific student,student.alumni.alumni_job_internship_board,yes,learning/AlumniJobs,GET /api/v1/portal/alumni/jobs POST /api/v1/portal/alumni/jobs/:param/interest POST /api/v1/portal/alumni/jobs/:param/withdraw,student@vivencia.test,pass,1,,"/api/v1/portal/alumni/jobs 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Student,Requests,Requests,Self only,student.requests.requests,yes,portal/Requests,GET /api/v1/portal/documents GET/POST /api/v1/portal/requests GET /api/v1/portal/requests/types GET /api/v1/portal/students,student@vivencia.test,pass,4,admissions faculty finance hod hr institution_admin operations parent seller_admin super_admin,"/api/v1/portal/documents 200, no rows; /api/v1/portal/requests 200, no rows; /api/v1/portal/requests/types 200, 1 rows; /api/v1/portal/students 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Student,Profile,Digital Student ID Card NFC Tap Pass,Specific student,student.profile.digital_student_id_card_nfc_tap_pass,no,,,,not built,0,,catalogued only. Nothing in “Profile” is built yet.,http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Home,Child switcher,Linked child/children only,parent.home.child_switcher,yes,portal/Portal,GET /api/v1/attention GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,pass,4,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/attention 200, 1 rows; /api/v1/portal/attendance no demo record to address; /api/v1/portal/students 200, 2 rows; /api/v1/portal/summary 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Home,Child summary,Linked child/children only,parent.home.child_summary,yes,portal/Portal,GET /api/v1/attention GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,pass,4,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/attention 200, 1 rows; /api/v1/portal/attendance no demo record to address; /api/v1/portal/students 200, 2 rows; /api/v1/portal/summary 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Home,Needs attention,Linked child/children only,parent.home.needs_attention,yes,portal/Reminders,GET /api/v1/attention,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/attention 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Home,Real-Time Push Notifications,Specific student,parent.home.real_time_push_notifications,yes,portal/Alerts,GET /api/v1/portal/notifications POST /api/v1/portal/notifications/:param/read POST /api/v1/portal/notifications/read-all GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/notifications 200, 124 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Attendance,Attendance,Linked child/children only,parent.attendance.attendance,yes,portal/Portal,GET /api/v1/attention GET /api/v1/portal/attendance GET /api/v1/portal/students GET /api/v1/portal/summary,parent@vivencia.test,pass,4,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/attention 200, 1 rows; /api/v1/portal/attendance no demo record to address; /api/v1/portal/students 200, 2 rows; /api/v1/portal/summary 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Attendance,Child Absence Reporting Button,Specific student,parent.attendance.child_absence_reporting_button,yes,portal/ReportAbsence,POST /api/v1/portal/absence GET /api/v1/portal/leave GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/leave 200, 32 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Academics,Homework & academics,Linked child/children only,parent.academics.homework_academics,yes,workflow/Homework,GET /api/v1/academics/sections GET /api/v1/academics/subjects GET/POST /api/v1/homework GET /api/v1/homework/:param/submissions POST /api/v1/homework/:param/submit GET /api/v1/session,parent@vivencia.test,pass,5,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/academics/sections 403 to parent — sub-view for staff only; /api/v1/academics/subjects 403 to parent — sub-view for staff only; /api/v1/homework 200, 100 rows; /api/v1/homework/:param/submissions no demo record to address; /api/v1/session 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Academics,Results & report cards,Linked child/children only,parent.academics.results_report_cards,yes,portal/Results,GET /api/v1/portal/results GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/results no demo record to address; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Academics,AI Child Performance Summary Audio,Specific student,parent.academics.ai_child_performance_summary_audio,no,,,,not built,0,,"catalogued only. 4 of 5 features in “Academics” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Academics,IEP Progress Goal Tracker,Specific student,parent.academics.iep_progress_goal_tracker,yes,portal/IEPGoals,GET /api/v1/portal/academics/iep GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/academics/iep 200; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Fees,Fees & payments,Linked child/children only,parent.fees.fees_payments,yes,portal/Fees,GET /api/v1/portal/fees GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/fees no demo record to address; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Fees,Digital Fee Receipt PDF Download,Specific student,parent.fees.digital_fee_receipt_pdf_download,yes,portal/Receipts,GET /api/v1/portal/receipts GET /api/v1/portal/receipts/:param,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/receipts 200, 2 rows; /api/v1/portal/receipts/:param no demo record to address",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Fees,Child Daily Cafeteria Purchase Timeline,Specific student,parent.fees.child_daily_cafeteria_purchase_timeline,yes,portal/Cafeteria,GET /api/v1/portal/cafeteria/purchases GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/cafeteria/purchases 200, no rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,My Child's Bus,Transport snapshot,Linked child/children only,parent.my_childs_bus.transport_snapshot,yes,portal/TransportSnapshot,GET /api/v1/me/child-bus POST /api/v1/me/child-bus/prefs,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student super_admin,"/api/v1/me/child-bus 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,My Child's Bus,Live Bus Tracking Map,Specific student,parent.my_childs_bus.live_bus_tracking_map,yes,portal/ChildBus,GET /api/v1/me/child-bus,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student super_admin,"/api/v1/me/child-bus 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,My Child's Bus,School Transport Driver Call Button,Specific student,parent.my_childs_bus.school_transport_driver_call_button,yes,portal/DriverCall,GET /api/v1/me/child-bus,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student super_admin,"/api/v1/me/child-bus 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Alerts & Preferences,Parent Bus Proximity Radius Customizer,Specific student,parent.alerts_preferences.parent_bus_proximity_radius_customizer,yes,portal/BusProximityAlert,GET /api/v1/me/child-bus POST /api/v1/me/child-bus/prefs,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student super_admin,"/api/v1/me/child-bus 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Alerts & Preferences,Real-time School Bus Live Video Feed Access,Specific student,parent.alerts_preferences.real_time_school_bus_live_video_feed_access,no,,,,not built,0,,"catalogued only. 2 of 3 features in “Alerts & Preferences” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Alerts & Preferences,Parent App Live Bus Tracking Refresh Rate Customizer,Specific student,parent.alerts_preferences.parent_app_live_bus_tracking_refresh_rate_customizer,yes,portal/BusRefreshRate,GET /api/v1/me/child-bus POST /api/v1/me/child-bus/prefs,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student super_admin,"/api/v1/me/child-bus 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Messages,Communication,Linked child/children only,parent.messages.communication,yes,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/academics/sections 403 to parent — sub-view for staff only; /api/v1/communication/circulars 200, 47 rows; /api/v1/session 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Messages,Direct Teacher Messaging,Specific student,parent.messages.direct_teacher_messaging,yes,portal/TeacherMessages,GET/POST /api/v1/portal/messages GET /api/v1/portal/messages/teachers GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/messages 200, no rows; /api/v1/portal/messages/teachers 200, 4 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,School Life,Calendar & PTM,Linked child/children only,parent.school_life.calendar_ptm,yes,portal/Calendar,GET /api/v1/portal/school-life/calendar GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/school-life/calendar 200, 1 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,School Life,Parent-Teacher Meeting Booking,Specific student,parent.school_life.parent_teacher_meeting_booking,yes,portal/PTM,POST /api/v1/portal/school-life/ptm/:param/cancel POST /api/v1/portal/school-life/ptm/book GET /api/v1/portal/school-life/ptm/bookings GET /api/v1/portal/school-life/ptm/slots GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/school-life/ptm/bookings 200, 1 rows; /api/v1/portal/school-life/ptm/slots 200, no rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,School Life,PTM Appointment Reminder Alert,Specific student,parent.school_life.ptm_appointment_reminder_alert,yes,communication/PTMReminders,GET /api/v1/portal/school-life/ptm/bookings,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/school-life/ptm/bookings 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,School Life,School Photo & Video Gallery,Specific student,parent.school_life.school_photo_video_gallery,yes,portal/Gallery,GET /api/v1/portal/school-life/gallery GET /api/v1/portal/school-life/gallery/:param GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/school-life/gallery 200, no rows; /api/v1/portal/school-life/gallery/:param no demo record to address; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,School Life,Live Event Seating Pass,Specific student,parent.school_life.live_event_seating_pass,yes,portal/EventPasses,GET /api/v1/portal/school-life/calendar GET/POST /api/v1/portal/school-life/event-passes GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/school-life/calendar 200, 1 rows; /api/v1/portal/school-life/event-passes 200, no rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Leave & Absence,Requests,Linked child/children only,parent.leave_absence.requests,yes,portal/LeaveRequests,GET /api/v1/portal/leave POST /api/v1/portal/leave/:param/cancel GET /api/v1/portal/students POST /api/v1/workflow/leave,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/leave 200, 32 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Leave & Absence,Apply Student Leave,Specific student,parent.leave_absence.apply_student_leave,yes,portal/LeaveRequests,GET /api/v1/portal/leave POST /api/v1/portal/leave/:param/cancel GET /api/v1/portal/students POST /api/v1/workflow/leave,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/leave 200, 32 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Consent,Consent & acknowledgement,Linked child/children only,parent.consent.consent_acknowledgement,yes,portal/Consent,GET /api/v1/communication/circulars POST /api/v1/communication/circulars/:param/ack GET/POST /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/communication/circulars 200, 47 rows; /api/v1/ops/hostel/outpasses 200, 2 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Consent,Digital Parent Consent Slips,Specific student,parent.consent.digital_parent_consent_slips,yes,portal/Consent,GET /api/v1/communication/circulars POST /api/v1/communication/circulars/:param/ack GET/POST /api/v1/ops/hostel/outpasses POST /api/v1/ops/hostel/outpasses/:param/decide GET /api/v1/portal/students,parent@vivencia.test,pass,3,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/communication/circulars 200, 47 rows; /api/v1/ops/hostel/outpasses 200, 2 rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Consent,Parent Delegation for Emergency Pickup,Specific student,parent.consent.parent_delegation_for_emergency_pickup,yes,portal/Pickup,GET/POST /api/v1/portal/pickup POST /api/v1/portal/pickup/:param/revoke GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/pickup 200, no rows; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Documents,DigiLocker Document Pull,Specific student,parent.documents.digilocker_document_pull,no,,,,not built,0,,catalogued only. Nothing in “Documents” is built yet.,http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Digital Student ID Card View,Specific student,parent.profile.digital_student_id_card_view,yes,portal/StudentIDCard,GET /api/v1/portal/profile/student-id-card GET /api/v1/portal/students,parent@vivencia.test,pass,2,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,"/api/v1/portal/profile/student-id-card 200; /api/v1/portal/students 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Digital Parent ID Card for Campus Entry,Specific student,parent.profile.digital_parent_id_card_for_campus_entry,yes,portal/ParentIDCard,GET /api/v1/portal/profile/parent-id-card,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations student,/api/v1/portal/profile/parent-id-card 200,http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Parent App Biometric Lock (Face ID / Fingerprint),Specific student,parent.profile.parent_app_biometric_lock_face_id_fingerprint,no,,,,not built,0,,"catalogued only. 5 of 6 features in “Profile” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Multi-Language App Interface Toggle,Specific student,parent.profile.multi_language_app_interface_toggle,yes,learning/ThemeSelection,GET/PUT /api/v1/portal/preferences/display,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,/api/v1/portal/preferences/display 200,http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Telugu Language Interface,Specific student,parent.profile.telugu_language_interface,yes,learning/ThemeSelection,GET/PUT /api/v1/portal/preferences/display,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,/api/v1/portal/preferences/display 200,http://127.0.0.1:8090 at 2026-08-20 23:08
Parent / Guardian,Profile,Parent App Dark Mode & High Contrast Accessibility,Specific student,parent.profile.parent_app_dark_mode_high_contrast_accessibility,yes,learning/ThemeSelection,GET/PUT /api/v1/portal/preferences/display,parent@vivencia.test,pass,1,admissions faculty finance hod hr institution_admin operations seller_admin student super_admin,/api/v1/portal/preferences/display 200,http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Home,Finance KPIs,Assigned institution/campus finance scope,finance.home.finance_kpis,yes,finance/Dashboard,GET /api/v1/date-ranges GET /api/v1/finance/dashboard GET /api/v1/finance/invoices,finance@vivencia.test,pass,3,admissions faculty hod hr institution_admin operations parent seller_admin student super_admin,"/api/v1/date-ranges 200, 13 rows; /api/v1/finance/dashboard 200; /api/v1/finance/invoices 200, 208 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Home,Needs attention,Assigned institution/campus finance scope,finance.home.needs_attention,yes,finance/Dashboard,GET /api/v1/date-ranges GET /api/v1/finance/dashboard GET /api/v1/finance/invoices,finance@vivencia.test,pass,3,admissions faculty hod hr institution_admin operations parent seller_admin student super_admin,"/api/v1/date-ranges 200, 13 rows; /api/v1/finance/dashboard 200; /api/v1/finance/invoices 200, 208 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,Collect payment,Assigned institution/campus finance scope,finance.collections.collect_payment,yes,finance/FeeCounter,POST /api/v1/fees/payments GET /api/v1/fees/receipts/:param GET /api/v1/fees/students/:param/ledger GET /api/v1/students,finance@vivencia.test,pass,3,admissions faculty hod institution_admin operations super_admin,"/api/v1/fees/receipts/:param 200; /api/v1/fees/students/:param/ledger 200, 2 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,Receipts,Assigned institution/campus finance scope,finance.collections.receipts,yes,finance/FeeCounter,POST /api/v1/fees/payments GET /api/v1/fees/receipts/:param GET /api/v1/fees/students/:param/ledger GET /api/v1/students,finance@vivencia.test,pass,3,admissions faculty hod institution_admin operations super_admin,"/api/v1/fees/receipts/:param 200; /api/v1/fees/students/:param/ledger 200, 2 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,Online payments,Assigned institution/campus finance scope,finance.collections.online_payments,yes,finance/Payments,POST /api/v1/fees/payments/:param/:param GET /api/v1/finance/payments,finance@vivencia.test,pass,1,institution_admin super_admin,"/api/v1/finance/payments 200, 300 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,Partial & advance payments,Assigned institution/campus finance scope,finance.collections.partial_advance_payments,yes,finance/FeeCounter,POST /api/v1/fees/payments GET /api/v1/fees/receipts/:param GET /api/v1/fees/students/:param/ledger GET /api/v1/students,finance@vivencia.test,pass,3,admissions faculty hod institution_admin operations super_admin,"/api/v1/fees/receipts/:param 200; /api/v1/fees/students/:param/ledger 200, 2 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,Cashless Campus Wallet,Assigned campus,finance.collections.cashless_campus_wallet,no,,,,not built,0,,"catalogued only. 7 of 8 features in “Collections” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,POS Canteen Terminal Integration,Assigned campus,finance.collections.pos_canteen_terminal_integration,yes,finance/CanteenTerminal,GET /api/v1/finance/collections/grants/certificates GET /api/v1/finance/collections/grants/certificates/:param GET /api/v1/finance/collections/grants/heads GET /api/v1/finance/collections/grants/sanctions GET /api/v1/finance/collections/grants/sanctions/:param GET /api/v1/finance/collections/grants/utilisation GET /api/v1/finance/collections/products GET/POST /api/v1/finance/collections/sales GET /api/v1/finance/collections/sales/:param GET/POST /api/v1/finance/collections/sessions GET /api/v1/finance/collections/sessions/:param POST /api/v1/finance/collections/sessions/:param/close GET /api/v1/finance/collections/sessions/variance GET /api/v1/finance/collections/settings GET /api/v1/finance/collections/stock-items GET /api/v1/finance/collections/terminals GET /api/v1/finance/collections/variants:param GET /api/v1/students,finance@vivencia.test,pass,17,admissions faculty hod institution_admin operations super_admin,"/api/v1/finance/collections/grants/certificates 200, no rows; /api/v1/finance/collections/grants/certificates/:param no demo record to address; /api/v1/finance/collections/grants/heads 200, no rows; /api/v1/finance/collections/grants/sanctions 200, no rows; /api/v1/finance/collections/grants/sanctions/:param no demo record to address; /api/v1/finance/collections/grants/utilisation 200, no rows; /api/v1/finance/collections/products 200, no rows; /api/v1/finance/collections/sales 200, no rows; /api/v1/finance/collections/sales/:param no demo record to address; /api/v1/finance/collections/sessions 200, no rows; /api/v1/finance/collections/sessions/:param no demo record to address; /api/v1/finance/collections/sessions/variance 200, no rows; /api/v1/finance/collections/settings 200; /api/v1/finance/collections/stock-items 200, 3 rows; /api/v1/finance/collections/terminals 200, no rows; /api/v",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,School Store & Merchandise Sales,Assigned campus,finance.collections.school_store_merchandise_sales,yes,finance/SchoolStore,GET /api/v1/finance/collections/grants/certificates GET /api/v1/finance/collections/grants/certificates/:param GET /api/v1/finance/collections/grants/heads GET /api/v1/finance/collections/grants/sanctions GET /api/v1/finance/collections/grants/sanctions/:param GET /api/v1/finance/collections/grants/utilisation GET/POST /api/v1/finance/collections/products GET/POST /api/v1/finance/collections/sales GET /api/v1/finance/collections/sales/:param POST /api/v1/finance/collections/sales/:param/return GET/POST /api/v1/finance/collections/sessions GET /api/v1/finance/collections/sessions/:param POST /api/v1/finance/collections/sessions/:param/close GET /api/v1/finance/collections/sessions/variance GET /api/v1/finance/collections/settings GET /api/v1/finance/collections/stock-items GET /api/v1/finance/collections/terminals POST /api/v1/finance/collections/variants GET /api/v1/finance/collections/variants:param GET /api/v1/students,finance@vivencia.test,pass,17,admissions faculty hod institution_admin operations super_admin,"/api/v1/finance/collections/grants/certificates 200, no rows; /api/v1/finance/collections/grants/certificates/:param no demo record to address; /api/v1/finance/collections/grants/heads 200, no rows; /api/v1/finance/collections/grants/sanctions 200, no rows; /api/v1/finance/collections/grants/sanctions/:param no demo record to address; /api/v1/finance/collections/grants/utilisation 200, no rows; /api/v1/finance/collections/products 200, no rows; /api/v1/finance/collections/sales 200, no rows; /api/v1/finance/collections/sales/:param no demo record to address; /api/v1/finance/collections/sessions 200, no rows; /api/v1/finance/collections/sessions/:param no demo record to address; /api/v1/finance/collections/sessions/variance 200, no rows; /api/v1/finance/collections/settings 200; /api/v1/finance/collections/stock-items 200, 3 rows; /api/v1/finance/collections/terminals 200, no rows; /api/v",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Collections,GST Compliant Receipt Numbering,Assigned institution/campus,finance.collections.gst_compliant_receipt_numbering,yes,finance/ReceiptSeries,GET /api/v1/finance/fee-engine/fine-rules GET /api/v1/finance/fee-engine/fines/charges GET /api/v1/finance/fee-engine/fines/preview PUT /api/v1/finance/fee-engine/gst-heads/:param GET /api/v1/finance/fee-engine/receipt-series PUT /api/v1/finance/fee-engine/receipt-series/:param GET /api/v1/finance/fee-engine/structures GET /api/v1/finance/fee-engine/structures/:param/versions,finance@vivencia.test,pass,6,institution_admin super_admin,"/api/v1/finance/fee-engine/fine-rules 200, no rows; /api/v1/finance/fee-engine/fines/charges 200, no rows; /api/v1/finance/fee-engine/fines/preview 200, 46 rows; /api/v1/finance/fee-engine/receipt-series 200, 5 rows; /api/v1/finance/fee-engine/structures 200, 4 rows; /api/v1/finance/fee-engine/structures/:param/versions no demo record to address",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Student Dues,Student ledger,Assigned institution/campus finance scope,finance.student_dues.student_ledger,yes,finance/FeeCounter,POST /api/v1/fees/payments GET /api/v1/fees/receipts/:param GET /api/v1/fees/students/:param/ledger GET /api/v1/students,finance@vivencia.test,pass,3,admissions faculty hod institution_admin operations super_admin,"/api/v1/fees/receipts/:param 200; /api/v1/fees/students/:param/ledger 200, 2 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Student Dues,Defaulters & reminders,Assigned institution/campus finance scope,finance.student_dues.defaulters_reminders,yes,finance/Defaulters,GET /api/v1/fees/defaulters,finance@vivencia.test,pass,1,institution_admin super_admin,"/api/v1/fees/defaulters 200, 46 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Student Dues,Automated Fee Reminders,Assigned institution/campus,finance.student_dues.automated_fee_reminders,yes,communication/FeeReminders,,finance@vivencia.test,partial,0,,screen renders; no API call,http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Student Dues,Late Fine Rules Engine,Assigned institution/campus,finance.student_dues.late_fine_rules_engine,yes,finance/LateFineRules,GET/POST /api/v1/finance/fee-engine/fine-rules DELETE /api/v1/finance/fee-engine/fine-rules/:param POST /api/v1/finance/fee-engine/fines/apply GET /api/v1/finance/fee-engine/fines/charges POST /api/v1/finance/fee-engine/fines/charges/:param/waive GET /api/v1/finance/fee-engine/fines/preview GET /api/v1/finance/fee-engine/receipt-series GET /api/v1/finance/fee-engine/structures GET /api/v1/finance/fee-engine/structures/:param/versions GET /api/v1/finance/ledgers/accounts GET /api/v1/finance/ledgers/settings,finance@vivencia.test,pass,8,institution_admin super_admin,"/api/v1/finance/fee-engine/fine-rules 200, no rows; /api/v1/finance/fee-engine/fines/charges 200, no rows; /api/v1/finance/fee-engine/fines/preview 200, 46 rows; /api/v1/finance/fee-engine/receipt-series 200, 5 rows; /api/v1/finance/fee-engine/structures 200, 4 rows; /api/v1/finance/fee-engine/structures/:param/versions no demo record to address; /api/v1/finance/ledgers/accounts 200, 104 rows; /api/v1/finance/ledgers/settings 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Accounts & Finance,Student Dues,Post-Dated Cheques (PDC) Registry,Assigned institution/campus,finance.student_dues.post_dated_cheques_pdc_registry,yes,finance/PDCRegister,POST /api/v1/fees/payments/:param/bounce POST /api/v1/fees/payments/:param/clear GET /api/v1/fees/pdc,finance@vivencia.test,pass,1,institution_admin super_admin,"/api/v1/fees/pdc 200, 29 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
