flow,chain,step,role,role_key,feature,feature_key,workspace,built
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,28,Parent,parent,School Transport Driver Call Button,parent.my_childs_bus.school_transport_driver_call_button,my_childs_bus,yes
Activities & events,Transport Manager -> Fee Counter -> Front Office -> Student -> Parent,29,Parent,parent,Live Event Seating Pass,parent.school_life.live_event_seating_pass,school_life,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,1,Software Vendor,seller_admin,Tenant Directory,seller_admin.customers.tenant_directory,customers,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,2,Software Vendor,seller_admin,Provision New School,seller_admin.customers.provision_new_school,customers,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,3,Software Vendor,seller_admin,Plans & Pricing,seller_admin.subscriptions_billing.plans_pricing,subscriptions_billing,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,4,Software Vendor,seller_admin,Subscription Ledger,seller_admin.subscriptions_billing.subscription_ledger,subscriptions_billing,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,5,Software Vendor,seller_admin,Seat Overage & Renewals,seller_admin.subscriptions_billing.seat_overage_renewals,subscriptions_billing,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,6,Management,super_admin,White-Label Branding,super_admin.campuses_academic_year.white_label_branding,campuses_academic_year,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,7,Management,super_admin,APAAR ID Provisioning,super_admin.statutory_boards.apaar_id_provisioning,statutory_boards,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,8,Principal,institution_admin,School setup,institution_admin.getting_started.school_setup,getting_started,yes
Onboarding a school,Software Vendor -> Management -> Principal -> Front Office,9,Front Office,admissions,Provisional Offer Letters,admissions.admissions.provisional_offer_letters,admissions,yes
